MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading
367396710,2021-01-01T12:05:42,38.00928,-122.40847,8.1,45.9,44.0
367396710,2021-01-01T12:06:53,38.01111,-122.40605,8.0,48.9,47.0
367396710,2021-01-01T11:48:03,37.97213,-122.43084,9.6,14.0,15.0
367396710,2021-01-01T11:49:12,37.9751,-122.42963,9.1,20.5,21.0
367396710,2021-01-01T12:10:15,38.01593,-122.3989,7.9,59.6,60.0
367396710,2021-01-01T12:09:13,38.01456,-122.40118,7.9,48.0,46.0
367396710,2021-01-01T12:15:52,38.02123,-122.3845,7.8,63.5,64.0
367396710,2021-01-01T12:12:32,38.01802,-122.39299999999999,8.0,65.2,65.0
367396710,2021-01-01T12:14:51,38.02025,-122.38702,8.2,63.3,63.0
367396710,2021-01-01T12:22:42,38.02775,-122.3676,7.8,61.1,61.0
367396710,2021-01-01T12:18:13,38.02343,-122.37869,7.8,64.7,64.0
367396710,2021-01-01T12:20:32,38.02564,-122.37291,7.8,64.3,64.0
367396710,2021-01-01T12:19:21,38.02452,-122.37582,7.8,64.2,64.0
367396710,2021-01-01T12:21:33,38.02659,-122.37043,7.9,63.3,64.0
367396710,2021-01-01T12:26:12,38.0315,-122.35917,7.7,61.3,61.0
367396710,2021-01-01T12:29:31,38.03511,-122.35098,8.0,61.1,61.0
367396710,2021-01-01T12:23:52,38.02901,-122.36479,7.8,59.8,60.0
367396710,2021-01-01T12:04:41,38.00765,-122.41038,8.0,40.1,40.0
367396710,2021-01-01T12:31:43,38.03741,-122.34562,7.9,59.3,61.0
367396710,2021-01-01T12:27:21,38.03276,-122.35634,7.8,60.6,61.0
367396710,2021-01-01T12:34:02,38.03978,-122.33969,8.8,67.3,69.0
367396710,2021-01-01T12:36:23,38.04171,-122.33277,8.9,68.2,70.0
367396710,2021-01-01T12:35:12,38.04074,-122.33626,8.7,71.9,70.0
367396710,2021-01-01T12:30:42,38.03637,-122.34806,8.0,60.6,61.0
367396710,2021-01-01T12:32:52,38.03863,-122.34278,7.9,61.4,61.0
367396710,2021-01-01T12:39:52,38.04473,-122.32252,8.9,70.8,70.0
367396710,2021-01-01T12:50:33,38.05335,-122.28817,9.6,73.4,71.0
367396710,2021-01-01T12:45:42,38.04992,-122.30396,9.8,71.7,72.0
367396710,2021-01-01T12:49:22,38.05252,-122.29203,9.6,74.0,71.0
367396710,2021-01-01T12:28:22,38.03384000000001,-122.35387,8.2,61.3,61.0
367396710,2021-01-01T12:46:52,38.05077,-122.30013,9.7,76.9,73.0
367396710,2021-01-01T12:52:52,38.05507,-122.28053,9.8,75.0,71.0
367396710,2021-01-01T12:58:53,38.05958,-122.26083,9.7,78.2,80.0
