366336000	1610984474.0	36.83853	-76.27908000000002	0.1	112.4	2823325
366336000	1610976373.0	36.83852	-76.27903	0.1	112.4	5657296
366336000	1610974393.0	36.83853	-76.27906	0.1	112.4	995098
366336000	1610974213.0	36.83855	-76.27909	0.1	112.4	6438547
366336000	1610973313.0	36.83854	-76.27906	0.1	112.4	1689622
366336000	1610969533.0	36.8385	-76.27905	0.1	112.4	8709568
366336000	1610963413.0	36.83855	-76.2791	0.1	112.4	5820590
366336000	1610954773.0	36.838570000000004	-76.27906999999998	0.1	112.4	7088571
366336000	1610947213.0	36.8385	-76.27909	0.1	112.4	3723905
366336000	1610946133.0	36.83854	-76.27908000000002	0.1	112.4	7802825
366336000	1610945772.0	36.83853	-76.27911999999998	0.1	112.4	9973787
366336000	1610943613.0	36.83853	-76.27906999999998	0.1	112.4	7608175
366336000	1610943253.0	36.83852	-76.27906999999998	0.1	112.4	7479126
366336000	1610941993.0	36.83853	-76.27911	0.1	112.4	9099082
366336000	1610940373.0	36.83856	-76.27906999999998	0.1	112.4	2033729
366336000	1610940013.0	36.83856	-76.27909	0.1	112.4	4901829
366336000	1610936772.0	36.8385	-76.27904000000002	0.1	112.4	9335106
366336000	1610932092.0	36.83858	-76.27904000000002	0.1	112.4	7366802
366336000	1610931912.0	36.83858	-76.27904000000002	0.1	112.4	7366802
366336000	1610931732.0	36.83855	-76.27906	0.1	112.4	10834765
366336000	1610931552.0	36.83855	-76.27906999999998	0.1	112.4	6981689
366336000	1610930832.0	36.83855	-76.27906999999998	0.1	112.4	6981689
366336000	1610930652.0	36.83853	-76.27905	0.1	112.4	1685981
366336000	1610930292.0	36.83854	-76.27903	0.1	112.4	1854696
366336000	1610929932.0	36.83853	-76.27905	0.1	112.4	1685981
366336000	1610928132.0	36.83852	-76.27911	0.1	112.4	11102662
366336000	1610921112.0	36.83855	-76.27908000000002	0.1	112.4	3431140
366336000	1610919852.0	36.83852	-76.27908000000002	0.1	112.4	10763250
